scene,split,seq,img_path,t1,t2,t3,q1,q2,q3,q4,sp_path
heads,train,seq-02,heads/seq-02/frame-000142.color.png,0.7953315,-0.2345716,-0.0608106,0.9815702,-0.1269063999999999,-0.1428692,-0.0017664999999999,heads_seq-02_frame-000142.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000143.color.png,0.8085741,-0.2358722,-0.0531814,0.9796339,-0.1262875,-0.1560229,-0.0050771,heads_seq-02_frame-000143.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000144.color.png,0.8220911,-0.2388342999999999,-0.0446047,0.9768193,-0.129565,-0.1703046,-0.0057687,heads_seq-02_frame-000144.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000145.color.png,0.8357558,-0.2419141,-0.0360981,0.9741261999999998,-0.1315736,-0.1836963,-0.0047066,heads_seq-02_frame-000145.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000146.color.png,0.8355056999999999,-0.2416393,-0.0362106,0.9741794,-0.1314201,-0.1835273,-0.0045809,heads_seq-02_frame-000146.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000147.color.png,0.8516253,-0.243992,-0.0275807,0.972288,-0.1320812999999999,-0.1928606,-0.0039258,heads_seq-02_frame-000147.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000148.color.png,0.8620044,-0.2442211,-0.0204099,0.9719113,-0.1323599,-0.1945573,-0.0040959,heads_seq-02_frame-000148.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000149.color.png,0.8666568000000001,-0.2481001,-0.0130322,0.9707072,-0.1370275,-0.1971654,-0.0087613999999999,heads_seq-02_frame-000149.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000150.color.png,0.8732685,-0.2529033,-0.0059355,0.968621,-0.1409003999999999,-0.2040941,-0.0163116,heads_seq-02_frame-000150.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000151.color.png,0.8791478000000001,-0.2582457,0.0007231,0.9663496,-0.1443275,-0.2116675999999999,-0.0231285999999999,heads_seq-02_frame-000151.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000152.color.png,0.884957,-0.2647428,0.006444,0.9635522,-0.1475042,-0.2212657999999999,-0.029174,heads_seq-02_frame-000152.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000153.color.png,0.8944493,-0.2675389,0.0107921,0.9613395,-0.1478975,-0.229665,-0.0347384,heads_seq-02_frame-000153.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000154.color.png,0.8949453000000002,-0.2675337,0.0109731,0.9612558,-0.1478422,-0.2300167,-0.0349609,heads_seq-02_frame-000154.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000155.color.png,0.9036599,-0.2719908,0.0151317,0.9603378,-0.1502152999999999,-0.2315916,-0.039395,heads_seq-02_frame-000155.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000156.color.png,0.9090564,-0.2781623,0.0186666,0.9599624,-0.1534126,-0.2306376,-0.0417494,heads_seq-02_frame-000156.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000157.color.png,0.9167623,-0.2846591,0.0217323,0.9588757,-0.1574795,-0.2319638,-0.044164,heads_seq-02_frame-000157.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000158.color.png,0.9235017,-0.2929445,0.0235372,0.9578203000000002,-0.1624207,-0.2326369999999999,-0.0456047,heads_seq-02_frame-000158.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000159.color.png,0.9300489,-0.3004223,0.0240604,0.9565427,-0.1665865,-0.234783,-0.0463895999999999,heads_seq-02_frame-000159.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000160.color.png,0.9397481,-0.3042802,0.0234614,0.9553734,-0.1708933,-0.235303,-0.0518614,heads_seq-02_frame-000160.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000161.color.png,0.9463273,-0.3122140999999999,0.022724,0.9551174,-0.1784542,-0.2286663999999999,-0.0601381999999999,heads_seq-02_frame-000161.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000162.color.png,0.9502453000000002,-0.322467,0.0227314,0.9546973,-0.1857502,-0.2224482999999999,-0.0675776999999999,heads_seq-02_frame-000162.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000163.color.png,0.9543658000000002,-0.3333413,0.0227562,0.9537173,-0.1936917,-0.2190429,-0.0701929,heads_seq-02_frame-000163.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000164.color.png,0.9577684,-0.3415669,0.0216427,0.9528578,-0.2003025,-0.2165842,-0.0709376999999999,heads_seq-02_frame-000164.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000165.color.png,0.9612591,-0.3496797,0.0208369,0.9512893,-0.2072644,-0.2158203999999999,-0.0742413,heads_seq-02_frame-000165.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000166.color.png,0.964129,-0.3581707,0.0204287,0.9497661,-0.215712,-0.2135953,-0.0760906,heads_seq-02_frame-000166.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000167.color.png,0.9640161,-0.3581964,0.0205763,0.9497208,-0.2156561,-0.2137742,-0.0763108999999999,heads_seq-02_frame-000167.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000168.color.png,0.9651471,-0.3667262,0.0199900999999999,0.9498705,-0.2231291,-0.2058968,-0.0746054,heads_seq-02_frame-000168.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000169.color.png,0.9638874,-0.3777776,0.020812,0.950431,-0.2299154,-0.1973459,-0.0698166,heads_seq-02_frame-000169.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000170.color.png,0.9634402,-0.3848695,0.02074,0.9511439,-0.2344994,-0.1916809,-0.0599474,heads_seq-02_frame-000170.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000171.color.png,0.9622947,-0.3896554,0.0201780999999999,0.9513182,-0.2386922,-0.1876509,-0.0529802,heads_seq-02_frame-000171.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000172.color.png,0.9618707,-0.3916813,0.0185715,0.9520056,-0.2407206,-0.1822756,-0.050145,heads_seq-02_frame-000172.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000173.color.png,0.9591354,-0.3947806,0.0172282,0.9531387,-0.2447102,-0.1713678,-0.047714,heads_seq-02_frame-000173.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000174.color.png,0.9530722,-0.3995089,0.0166977,0.9548449,-0.2483724,-0.1570322,-0.043855,heads_seq-02_frame-000174.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000175.color.png,0.9445415,-0.4031603,0.0161342,0.9556509,-0.2534973,-0.1445865,-0.0395638,heads_seq-02_frame-000175.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000176.color.png,0.9357733,-0.4083084,0.0167409,0.9550925,-0.2599818,-0.1368704,-0.0383965,heads_seq-02_frame-000176.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000177.color.png,0.9264347,-0.4125925,0.0174934,0.9551329,-0.2636222,-0.1298714,-0.0368495,heads_seq-02_frame-000177.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000178.color.png,0.9163431,-0.4160259,0.0185507,0.9547958,-0.2684503,-0.1231588,-0.0336356,heads_seq-02_frame-000178.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000179.color.png,0.9079261,-0.4200292,0.021061,0.9538839,-0.2744189,-0.1181461,-0.0290027,heads_seq-02_frame-000179.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000180.color.png,0.9083483,-0.4203197,0.0213525,0.9537973,-0.274553,-0.1184698,-0.0292637,heads_seq-02_frame-000180.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000181.color.png,0.8994116,-0.4235231,0.0233819,0.9534469,-0.2792185,-0.1112398999999999,-0.0245298,heads_seq-02_frame-000181.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000182.color.png,0.8882464,-0.4283609,0.0265872999999999,0.9531178,-0.284099,-0.1023159999999999,-0.0196397,heads_seq-02_frame-000182.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000183.color.png,0.8783563,-0.4329187,0.0299834,0.95294,-0.2876464,-0.0950799,-0.0111641,heads_seq-02_frame-000183.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000184.color.png,0.8688505,-0.4362380999999999,0.0330475,0.9529107,-0.2898708,-0.0889002,-0.0057266999999999,heads_seq-02_frame-000184.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000185.color.png,0.8583354999999999,-0.4404693,0.0365255,0.9525935,-0.2932795,-0.0809483999999999,-0.0001657,heads_seq-02_frame-000185.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000186.color.png,0.8589899999999999,-0.4404883,0.0367668,0.9525433,-0.2933040999999999,-0.0814483,-0.0003929,heads_seq-02_frame-000186.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000187.color.png,0.8489155,-0.4445701,0.0396729,0.9521316,-0.2964794,-0.0740766,0.0076247,heads_seq-02_frame-000187.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000188.color.png,0.8365424000000001,-0.4480286,0.0418868,0.9514363,-0.3008187,-0.0636111999999999,0.0151875,heads_seq-02_frame-000188.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000189.color.png,0.8247199000000001,-0.4539397,0.0449191999999999,0.9494749,-0.3081551,-0.0556370999999999,0.0210335,heads_seq-02_frame-000189.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000190.color.png,0.8134435999999999,-0.4598107,0.0468571999999999,0.9477026,-0.314552,-0.047937,0.0248757999999999,heads_seq-02_frame-000190.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000191.color.png,0.8011196,-0.4664624,0.0481148,0.9458484,-0.3211719999999999,-0.0369494,0.0292229,heads_seq-02_frame-000191.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000192.color.png,0.7891104,-0.4730156,0.0488373,0.9437531,-0.3278622,-0.026094,0.0339936,heads_seq-02_frame-000192.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000193.color.png,0.7780531999999999,-0.4802742,0.0500171,0.9412999,-0.3348772,-0.0160307,0.0394305999999999,heads_seq-02_frame-000193.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000194.color.png,0.7663376000000001,-0.487985,0.0510603,0.9391753,-0.3401152999999999,-0.0067078,0.047184,heads_seq-02_frame-000194.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000195.color.png,0.7668036,-0.4877043,0.0508392,0.9392134,-0.3399749,-0.0065813999999999,0.047455,heads_seq-02_frame-000195.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000196.color.png,0.7527632,-0.4933989,0.0501099,0.9383078,-0.341973,0.0018168,0.0512788999999999,heads_seq-02_frame-000196.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000197.color.png,0.7395682,-0.4994219,0.0498511999999999,0.9365868,-0.3459067999999999,0.0107593,0.0551168,heads_seq-02_frame-000197.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000198.color.png,0.7289946999999999,-0.5067322,0.0496336,0.9357693,-0.3474377999999999,0.0167672,0.0578073,heads_seq-02_frame-000198.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000199.color.png,0.7162374,-0.5127622000000001,0.0478732,0.9361933,-0.345102,0.0256700999999999,0.0615452,heads_seq-02_frame-000199.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000200.color.png,0.7021579000000001,-0.5170298,0.0445881999999999,0.9372784,-0.3399635,0.0365721,0.0677974,heads_seq-02_frame-000200.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000201.color.png,0.6848753000000001,-0.5196007,0.0416454999999999,0.9377486,-0.3355405,0.0503698,0.0741815,heads_seq-02_frame-000201.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000202.color.png,0.6672798000000001,-0.5197771999999999,0.0386664,0.9371805,-0.3338271,0.0622232,0.0798781,heads_seq-02_frame-000202.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000203.color.png,0.6526133000000001,-0.5196725999999999,0.0371861,0.9356359,-0.3349955,0.0721261999999999,0.0846238999999999,heads_seq-02_frame-000203.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000204.color.png,0.6372269,-0.5179637,0.036607,0.9348895,-0.3339603,0.0828071,0.0871498,heads_seq-02_frame-000204.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000205.color.png,0.6210924,-0.5140759,0.0361899,0.9340015,-0.3326825,0.0924938,0.091698,heads_seq-02_frame-000205.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000206.color.png,0.6057798000000001,-0.5097789,0.0369746999999999,0.9323902,-0.33343,0.1003848,0.0969319,heads_seq-02_frame-000206.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000207.color.png,0.5914826,-0.5046670999999999,0.0378446999999999,0.9314522,-0.332456,0.1061786,0.1029369,heads_seq-02_frame-000207.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000208.color.png,0.5758135999999999,-0.4985848,0.0392634,0.931007,-0.3301895999999999,0.1095874,0.1104148999999999,heads_seq-02_frame-000208.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000209.color.png,0.5628283000000001,-0.4933527,0.0412506999999999,0.9307356,-0.3271435,0.1147841999999999,0.1163311,heads_seq-02_frame-000209.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000210.color.png,0.548485,-0.4862269,0.0424945,0.9309853,-0.3218169,0.1231971999999999,0.1205103,heads_seq-02_frame-000210.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000211.color.png,0.534882,-0.478772,0.0439431,0.9307756,-0.3165902,0.1331364,0.1253077,heads_seq-02_frame-000211.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000212.color.png,0.523007,-0.4713657,0.0455842,0.9302718,-0.3104017,0.1449562999999999,0.1312742,heads_seq-02_frame-000212.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000213.color.png,0.5073367999999999,-0.4621502,0.047352,0.9300183,-0.3029370999999999,0.1571247999999999,0.1364072,heads_seq-02_frame-000213.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000214.color.png,0.4968899,-0.4552403,0.048929,0.929449,-0.2989648,0.166247,0.1382264,heads_seq-02_frame-000214.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000215.color.png,0.4851714,-0.4471017,0.0496500999999999,0.9296176,-0.2902599,0.1775211,0.1415862999999999,heads_seq-02_frame-000215.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000216.color.png,0.4731549,-0.4387423,0.0505945,0.929802,-0.2804317,0.1860979,0.1489761,heads_seq-02_frame-000216.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000217.color.png,0.4650974,-0.4315228,0.0508813,0.9305528,-0.2695194,0.1900131,0.159141,heads_seq-02_frame-000217.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000218.color.png,0.4568774,-0.4229867999999999,0.0510245,0.9318894,-0.2539775999999999,0.1943347,0.1712061,heads_seq-02_frame-000218.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000219.color.png,0.4435787999999999,-0.410471,0.0521188999999999,0.933665,-0.2368617,0.1999452,0.1794106,heads_seq-02_frame-000219.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000220.color.png,0.4289388,-0.3984767,0.0556663,0.9340425,-0.227884,0.2054348,0.1828389,heads_seq-02_frame-000220.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000221.color.png,0.4195529,-0.389188,0.0582931,0.9336813,-0.2262402,0.2088437,0.182863,heads_seq-02_frame-000221.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000222.color.png,0.4144704,-0.3831999,0.0602422,0.9329928,-0.2257787,0.2125043999999999,0.1827297999999999,heads_seq-02_frame-000222.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000223.color.png,0.4093192,-0.3778692,0.0609708,0.9320851,-0.2211634,0.2202266,0.1838595,heads_seq-02_frame-000223.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000224.color.png,0.4017525999999999,-0.3712085,0.0614606,0.931313,-0.2134206,0.2306185,0.1841813,heads_seq-02_frame-000224.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000225.color.png,0.3934361,-0.3640915999999999,0.0619293999999999,0.9307892,-0.2068559999999999,0.241193,0.1807427,heads_seq-02_frame-000225.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000226.color.png,0.3866034,-0.3567691,0.0618111,0.929764,-0.2022513,0.2529172999999999,0.1751174,heads_seq-02_frame-000226.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000227.color.png,0.3824647,-0.3502080999999999,0.0607908,0.9277654,-0.1979733,0.2663283,0.1706667999999999,heads_seq-02_frame-000227.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000228.color.png,0.3768422,-0.3429368,0.0607526,0.9253585,-0.190224,0.2816639999999999,0.1679042999999999,heads_seq-02_frame-000228.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000229.color.png,0.3696085999999999,-0.3327752,0.0613478,0.9233851,-0.1796936,0.2945162,0.1683162999999999,heads_seq-02_frame-000229.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000230.color.png,0.3625592,-0.3214392,0.0635292,0.9224807,-0.1686985,0.3027231999999999,0.170085,heads_seq-02_frame-000230.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000231.color.png,0.3542665,-0.3101501,0.06828,0.9223058,-0.161096,0.3077239,0.1694289,heads_seq-02_frame-000231.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000232.color.png,0.3482120999999999,-0.2997008,0.0750999,0.9217075,-0.1582087999999999,0.3111524,0.169143,heads_seq-02_frame-000232.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000233.color.png,0.3427223,-0.2893146,0.0826184,0.9210389,-0.1567904,0.3140176,0.1688106,heads_seq-02_frame-000233.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000234.color.png,0.3416866,-0.283748,0.0901784,0.9196167,-0.1570888999999999,0.3186755,0.1675534,heads_seq-02_frame-000234.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000235.color.png,0.3428042999999999,-0.2802774,0.0970088,0.9169989,-0.1515494999999999,0.3293720999999999,0.1663122999999999,heads_seq-02_frame-000235.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000236.color.png,0.3415448,-0.2733605,0.1022347,0.9142698,-0.1361592999999999,0.343619,0.1658234999999999,heads_seq-02_frame-000236.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000237.color.png,0.3333667,-0.2594332,0.1094607,0.9119094,-0.1150604,0.3573869,0.1657016,heads_seq-02_frame-000237.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000238.color.png,0.3261711,-0.2454453999999999,0.1163354,0.9117612,-0.1052934,0.360825,0.1655601,heads_seq-02_frame-000238.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000239.color.png,0.3210011,-0.234498,0.1246765,0.9125909,-0.1051827999999999,0.3593414,0.1642807,heads_seq-02_frame-000239.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000240.color.png,0.3173497,-0.2258847,0.1338722,0.9123015,-0.1084168,0.3594002,0.1636562,heads_seq-02_frame-000240.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000241.color.png,0.3156153,-0.2198292999999999,0.1429653,0.911605,-0.1122915,0.3604653,0.1625782999999999,heads_seq-02_frame-000241.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000242.color.png,0.3155987999999999,-0.2198554,0.142851,0.9116499,-0.1123376,0.36039,0.1624614,heads_seq-02_frame-000242.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000243.color.png,0.314327,-0.2144044,0.1512055,0.9111894,-0.1100904,0.3635561,0.1595022999999999,heads_seq-02_frame-000243.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000244.color.png,0.309641,-0.2048555,0.1605502,0.9120756,-0.1057283999999999,0.3650042,0.1539854,heads_seq-02_frame-000244.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000245.color.png,0.3076586,-0.1982767999999999,0.1693579,0.9135246,-0.1070989,0.3618502999999999,0.1518781,heads_seq-02_frame-000245.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000246.color.png,0.3064429999999999,-0.1933391,0.1786351,0.9172683,-0.1074351,0.353388,0.1489747,heads_seq-02_frame-000246.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000247.color.png,0.3071405,-0.1932866,0.1780672,0.9174368,-0.107517,0.3529369,0.1489478,heads_seq-02_frame-000247.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000248.color.png,0.3032101,-0.186024,0.1885096,0.9199276,-0.1073173,0.3478553,0.1456467,heads_seq-02_frame-000248.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000249.color.png,0.3001572999999999,-0.1795487999999999,0.199077,0.920334,-0.1089321999999999,0.3478314,0.141889,heads_seq-02_frame-000249.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000250.color.png,0.2980386,-0.1738891,0.2079453999999999,0.9222441,-0.1096575,0.3448719,0.1360314,heads_seq-02_frame-000250.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000251.color.png,0.2941152999999999,-0.1681236,0.2171371,0.924478,-0.1101494,0.3412600999999999,0.1294185,heads_seq-02_frame-000251.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000252.color.png,0.2899481,-0.1634382,0.2252042,0.92668,-0.112828,0.3362365,0.124415,heads_seq-02_frame-000252.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000253.color.png,0.2900405,-0.1632006,0.2250275,0.9267357,-0.1126741,0.3362071,0.1242182,heads_seq-02_frame-000253.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000254.color.png,0.2869875999999999,-0.1634573,0.2302017,0.9315391,-0.1174128999999999,0.3227021,0.1196349999999999,heads_seq-02_frame-000254.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000255.color.png,0.2810065,-0.1663717,0.2346357,0.9379121,-0.1187365,0.3054478,0.1136844,heads_seq-02_frame-000255.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000256.color.png,0.272443,-0.1693621,0.2382124,0.9450793,-0.1149157,0.2884932,0.1019375,heads_seq-02_frame-000256.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000257.color.png,0.262032,-0.1702887,0.2421308999999999,0.9506876,-0.1097079999999999,0.2775677,0.0843409,heads_seq-02_frame-000257.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000258.color.png,0.26218,-0.1701118,0.241911,0.9507305,-0.109537,0.2774835,0.084357,heads_seq-02_frame-000258.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000259.color.png,0.2530252999999999,-0.171789,0.2456728,0.9546025,-0.1048962,0.2713368,0.0640873,heads_seq-02_frame-000259.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000260.color.png,0.2443226,-0.1712536,0.2500649,0.9565418,-0.1003243,0.2698920999999999,0.0460551,heads_seq-02_frame-000260.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000261.color.png,0.2367066,-0.1718512999999999,0.2551527,0.9574261,-0.0993473999999999,0.2694002,0.0298154999999999,heads_seq-02_frame-000261.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000262.color.png,0.2303786,-0.1723,0.2606409,0.9579735,-0.0999873999999999,0.2682605999999999,0.0180409,heads_seq-02_frame-000262.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000263.color.png,0.2303014,-0.1722632,0.2606277999999999,0.9579869,-0.0999644,0.2682229,0.0180183,heads_seq-02_frame-000263.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000264.color.png,0.2259821,-0.1751389,0.2652123,0.9588288,-0.1020241,0.2646830999999999,0.0134639,heads_seq-02_frame-000264.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000265.color.png,0.2216166,-0.177117,0.269462,0.9599834,-0.098268,0.2619594,0.0123523,heads_seq-02_frame-000265.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000266.color.png,0.2154751,-0.177964,0.2744038,0.9615505,-0.092896,0.2581762999999999,0.011662,heads_seq-02_frame-000266.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000267.color.png,0.2158761,-0.1784241,0.2743208,0.9615505,-0.0932528,0.2580447,0.0117232999999999,heads_seq-02_frame-000267.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000268.color.png,0.2094619,-0.1795318,0.2793700999999999,0.9632353,-0.090154,0.2528619,0.0105265,heads_seq-02_frame-000268.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000269.color.png,0.2033426,-0.1812229,0.283788,0.9652108,-0.0857112,0.246928,0.0069434,heads_seq-02_frame-000269.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000270.color.png,0.1977231,-0.1834017,0.2880253,0.9670336,-0.0803823999999999,0.2416289999999999,-0.0004581999999999,heads_seq-02_frame-000270.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000271.color.png,0.1975239,-0.1835776,0.2882345999999999,0.9669609,-0.0806544,0.2418287,-0.0006426,heads_seq-02_frame-000271.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000272.color.png,0.1913186,-0.1870393,0.2928659,0.968341,-0.0777573,0.2371052,-0.0071171,heads_seq-02_frame-000272.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000273.color.png,0.1844969,-0.189094,0.2974249,0.9704318,-0.0736592,0.2295746,-0.0114837,heads_seq-02_frame-000273.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000274.color.png,0.1781257999999999,-0.1925147,0.3012347,0.9733947,-0.0704253,0.2173873999999999,-0.016903,heads_seq-02_frame-000274.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000275.color.png,0.1780597,-0.1926362999999999,0.3011207,0.9734136,-0.0703867,0.2173188,-0.0168618,heads_seq-02_frame-000275.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000276.color.png,0.1717933999999999,-0.1965352,0.3045100999999999,0.9762426,-0.0670518999999999,0.2047835,-0.0227625999999999,heads_seq-02_frame-000276.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000277.color.png,0.1644246,-0.1997705,0.3079277,0.978385,-0.0656371999999999,0.1940642999999999,-0.0281692999999999,heads_seq-02_frame-000277.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000278.color.png,0.1582368999999999,-0.2038424999999999,0.3103449,0.9800972,-0.0656541,0.1845242,-0.032401,heads_seq-02_frame-000278.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000279.color.png,0.1584744,-0.2039858,0.3102284999999999,0.9801341,-0.065712,0.1843247999999999,-0.0323028,heads_seq-02_frame-000279.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000280.color.png,0.1516257999999999,-0.2066134,0.3127453,0.9813619,-0.0651931,0.1772022999999999,-0.0357499,heads_seq-02_frame-000280.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000281.color.png,0.1437261,-0.2087639999999999,0.3150409,0.9824952,-0.0655659,0.1699057,-0.0391955,heads_seq-02_frame-000281.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000282.color.png,0.1443805,-0.2087133,0.3149104,0.9825228,-0.0655447,0.1697579,-0.0391805999999999,heads_seq-02_frame-000282.color_sp.pth
heads,train,seq-02,heads/seq-02/frame-000283.color.png,0.1329301,-0.2106219999999999,0.3178377,0.9834617,-0.0666689,0.1633852,-0.0407876,heads_seq-02_frame-000283.color_sp.pth
